add_id,body_text_1,cot_1
leibniz,"I am particularly drawn to the Leibniz Centre for European Economic Research due to its commitment to rigorous public economics and policy-relevant research within the European context, aligning closely with my focus on cultural determinants of economic behavior. My job market paper's investigation into media portrayals and their impact on women's labor participation directly complements the Centre's emphasis on gender and labor economics. Moreover, my utilization of advanced AI methods mirrors your institution’s push towards innovative quantitative techniques. My ambition to translate research findings into clear policy advice resonates with your goal to influence taxation and public finance in Europe, positioning me to contribute effectively to your Corporate Taxation & Public Finance research agenda.","I integrated the position fit paragraph by emphasizing alignment with the Leibniz Centre’s priority on public economics and its policy orientation in European contexts. I highlighted my work on gender labor participation as touching on relevant themes for the Centre. I underscored my use of AI methods to match the institution’s innovation values. Finally, I connected my policy translation ambitions with the Centre’s focus on informing high-level economic policy. I drew examples from the base cover letter and the job advertisement’s key qualities and role expectations to tailor the paragraph specifically to this institution and department."
lmu,"My research agenda and teaching philosophy align closely with Ludwig-Maximilians-Universitat Munchen’s commitment to interdisciplinary excellence and global engagement. By innovating methods that integrate cultural analysis with economic behavior, I contribute to the department's strengths in cultural and digital media economics, akin to collaborative work with faculty like Davide Cantoni and Jean-Victor Alipour. My experience securing the Dedman College Interdisciplinary Institute’s Graduate Fellowship reflects my ability to bridge fields, fostering robust scholarship that complements LMU’s holistic educational mission. Furthermore, my mentoring of student athletes and integration of AI technology in research exemplify my dedication to developing graduates equipped for diverse and international careers, embodying LMU’s vision for future-ready professionals.","To tailor the original cover letter to Ludwig-Maximilians-Universitat Munchen, I incorporated references to the institution’s emphasis on interdisciplinary research, global outlook, and comprehensive education. I highlighted my interdisciplinary fellowship as evidence of fit with the university's cross-field research values. I connected my work on cultural economics to the department’s focus areas and key faculty members, emphasizing collaboration potential. I also noted my teaching and mentoring that align with LMU's goal to educate the whole person and prepare students for global careers. This approach makes the paragraph institutionally relevant while maintaining an academic tone and concise length."
norway_bank,"My academic pursuits align closely with the Bank of Norway's commitment to advancing economic understanding through innovative research that informs policy. By applying advanced AI techniques to cultural economics, I contribute to the bank's focus on rigorous quantitative analysis and real-world applicability. For instance, my job market paper provides causal evidence linking media representation to labor market outcomes, which directly informs macroeconomic behavior and gender labor participation—topics vital to Norway’s economic and social policy. Additionally, my experience mentoring and teaching student athletes reflects the department's value on service and knowledge dissemination. I am eager to collaborate within the Economics department to further interdisciplinary research that bridges economic theory and societal impacts, supporting the bank's mission to integrate research excellence and public relevance.","I developed a paragraph that connects my research on media influence on economic behavior with the Bank of Norway’s mission and values by emphasizing the relevance of my causal evidence to policy-related economic outcomes such as labor force participation. I integrated my teaching and mentoring experience to align with the department's emphasis on service and dissemination of knowledge. I also highlighted my methodological innovation using AI to fit the institution’s research-driven and cutting-edge approach. The paragraph remains professional and engaging, uses examples from my research and service, and fits the tone and word count requested."
puc_rio,"At PUC Rio, I am particularly drawn to the department's commitment to addressing complex socioeconomic issues through innovative economic research, which aligns with my own focus on cultural dynamics and economic behavior. My work employing generative AI to analyze media complements PUC Rio's emphasis on leveraging technology to enrich social science inquiry and policy analysis. Furthermore, my experience mentoring students and fostering inclusive academic environments resonates with the institution's dedication to nurturing talent and diversity. By integrating advanced AI methodologies to explore economic narratives in media, I aim to contribute meaningfully to the department's interdisciplinary and impact-driven research culture.","I tailored the paragraph to align my research on cultural values and economic behavior via AI with PUC Rio's focus on innovative economic studies addressing socioeconomic issues. I highlighted the relevance of my AI methodology to their emphasis on technological frontiers and the social sciences. Additionally, I incorporated my mentoring experience to reflect the institution’s values on teaching and nurturing talent. This integration showcases my fit with both the institution's values and the economic department's context, framed in an academic yet engaging style consistent with the given cover letter format."
ucl_2,"My work aligns closely with UCL Economics Department's dedication to unraveling wealth inequality's causes and consequences. By leveraging AI to quantify cultural values influencing economic behaviors, my research offers innovative empirical methods that complement the department's focus on applied microeconomics and inequality. For instance, my job market paper provides causal evidence on media's impact on women's labor force participation, intersecting with political and economic dimensions of inequality, a core concern at the Stone Centre. Furthermore, my commitment to innovative teaching is reflected in my engagement with AI-driven methodologies, supporting CORE Econ's mission to integrate cutting-edge research with accessible education. This synergy positions me to contribute meaningfully to UCL's collaborative research environment, advancing knowledge and policy solutions on wealth concentration and social inclusion.","I incorporated the institution's emphasis on wealth inequality research and innovative teaching by highlighting how my AI-driven work on media influences economic behaviors, linking directly to the Stone Centre's mission. I used my job market paper as an example of applied microeconomics relevant to wealth and inequality, matching the department's focus areas. The paragraph references the CORE Econ teaching approach to demonstrate fit with UCL's integration of research and education. Overall, I framed the paragraph to show how my interdisciplinary and technologically advanced research complements the department's collaborative, policy-oriented values."
zurich,"I am particularly drawn to the University of Zurich's Department of Economics due to its strong emphasis on addressing pressing economic inequalities and its commitment to diversity and inclusion, which align closely with my research on cultural influences in economic behavior and policy. My job market paper highlights how media representations influence labor force participation, directly relating to the department's focus on policy implications of inequality. Furthermore, my use of generative AI in social science research exemplifies a technological frontier that complements the innovative methodologies encouraged at Zurich. Additionally, my service as President of the Economics Graduate Club underscores my dedication to inclusive academic communities, fostering collaboration and mentorship.","I integrated the department's focus on inequality, policy implications, and commitment to diversity into a paragraph emphasizing how my research on media, culture, and labor participation intersects with these themes. I included my expertise in AI to highlight technological innovation valued by the department. I also incorporated my leadership experience to demonstrate alignment with the department's inclusive culture and service values. This creates a cohesive narrative connecting my background to the University of Zurich's priorities in economic research, policy relevance, and community engagement, while maintaining a professional and engaging tone."
oecd_2,"My research aligns closely with the OECD's mission to promote evidence-based policies that foster prosperity and equality. By employing innovative AI methodologies to analyze cultural influences on economic behavior, I contribute to the development of nuanced datasets and analytical tools that can inform policy decisions, particularly in areas related to labor market dynamics and social equity. For instance, my job market paper demonstrates how media representation impacts women's labor participation, offering actionable insights for promoting gender equality. Additionally, my experience mentoring and teaching economics students reflects my commitment to capacity building, while my interdisciplinary approach in winning the Dedman College Interdisciplinary Institute Fellowship showcases my ability to bridge economics with cultural analysis, supporting OECD’s holistic view of economic and social phenomena.","I integrated the OECD's institutional values and the Economics Department context by emphasizing my research's relevance to evidence-based policy making, social equity, and the innovative use of AI in economic analysis, addressing OECD's focus on fostering prosperity and equality. I incorporated specific examples such as my job market paper on media representations and women's labor participation, which ties into OECD's promotion of stronger, fairer societies. Furthermore, I highlighted my interdisciplinary fellowship and teaching experience to reflect OECD's emphasis on collaboration, innovation, and capacity building. The added paragraph was crafted to be concise, professional, and in line with the OECD's core competencies and mission."
puc_gob,"My research agenda aligns closely with the mission and interdisciplinary ethos of the Escuela de Gobierno at Pontificia Universidad Católica de Chile. By employing innovative AI methodologies to dissect cultural influences on economic behavior, I complement the department’s dedication to rigorous empirical analysis and public policy relevance. For instance, my job market paper on telenovelas' impact on women's labor force participation directly engages with themes of gender and inequality, resonating with the work of Professors Repetto and Carranza. Furthermore, my commitment to evidence-based policy is exemplified through projects that measure media’s societal impact, fostering informed governance and public discourse in line with the university’s Catholic-inspired mission to serve society. My collaborative spirit and interdisciplinary collaborations, demonstrated by winning the Dedman College Interdisciplinary Institute Graduate Fellowship, equip me to contribute effectively in the School's team-oriented environment.","I integrated the institution's Catholic mission and values emphasizing knowledge creation, societal service, and interdisciplinary excellence, relating them to my research focus on economic behavior and culture. I connected my work on gender and inequality with the department's highlighted research themes and potential collaborators to show topical fit. I emphasized the commitment to rigorous empirical and applied policy work, mirroring the School's priorities. I also incorporated my interdisciplinary fellowship to illustrate collaboration skills valued by the team-based culture. This paragraph complements the existing cover letter by explicitly linking my research, teaching, and values to those of Pontificia Universidad Católica de Chile's Economics Department within the Escuela de Gobierno."
purdue,"My interdisciplinary approach to economics aligns well with Purdue University's strong commitment to fostering innovation and transdisciplinary collaboration. For example, my award-winning research leveraging generative AI to analyze cultural values in media received recognition through the Dedman College Interdisciplinary Institute Graduate Fellowship. I am also committed to excellence in teaching and mentoring, reflected in my experience mentoring and tutoring student-athletes, which prepares me to contribute to Purdue’s student-centered learning environment. Furthermore, the department’s emphasis on engagement with industry and policy stakeholders resonates with my goal to apply rigorous, evidence-based methodologies to inform economic behaviors relevant to agribusiness and policy. Together, these strengths position me to contribute meaningfully to Purdue’s Economics Department and its centers focused on agricultural business.","I modified the base cover letter paragraph by integrating specific references to Purdue University’s institutional values and the Economics Department context. Knowing Purdue values innovation, transdisciplinary collaboration, teaching excellence, and engagement with industry and policy, I incorporated examples demonstrating my fit: the interdisciplinary fellowship evidences my interdisciplinary research alignment; my mentoring experience addresses Purdue’s focus on individual success and teaching; and my research’s application to economic behaviors relevant to agriculture matches the department’s focus areas. This ensures the added paragraph highlights my alignment with Purdue’s priorities while complementing the original research introduction."
thema,"My research agenda aligns closely with ThEMA's commitment to interdisciplinary approaches and rigorous economic policy engagement. By employing generative AI to analyze cultural influences on economic behavior, I contribute new methodologies that complement ThEMA's strengths in mathematical and economic modeling. For instance, my job market paper on telenovelas and female labor participation intersects with labor economics and social dynamics, areas central to ThEMA’s research themes. This integrative focus would synergize well with faculty like Azar Salim, who studies gender in business, fostering fruitful collaborations. Additionally, my experience mentoring and teaching various macro and microeconomic courses prepares me to contribute effectively to the department’s diverse educational mission.","I crafted a paragraph that highlights my fit with ThEMA’s interdisciplinary and policy-oriented research environment by emphasizing my novel AI-based methods and cultural economics focus, directly linking to their thematic interests such as labor economics and gender. I incorporated the departmental context mentioning ThEMA’s research strengths and potential collaborations, particularly naming a faculty member working on related gender themes to show awareness of and integration into the community. I also noted my teaching and mentoring experience to align with department values. The tone is professional, academic, and concise, consistent with the provided base letter style and length requirements."
uw_1,"My research aligns closely with the University of Wisconsin–Madison's commitment to addressing complex societal challenges through innovative and impactful scholarship. By utilizing generative AI to uncover cultural influences on economic behavior, my work complements the department's focus on agricultural and applied economics, especially regarding policy-relevant topics such as labor participation and inequality narratives. For example, my job market paper demonstrates how media portrayals influence labor dynamics, offering novel insights applicable to agricultural labor markets and workforce development. Moreover, my experience receiving the Dedman College Interdisciplinary Institute Fellowship underscores my dedication to collaborative, interdisciplinary research, while my service as President of the Economics Graduate Club reflects a commitment to fostering an inclusive academic community. These experiences position me to contribute meaningfully to UW–Madison's mission of public engagement and real-world impact.","To tailor the cover letter to UW–Madison and its Economics department, I highlighted how the candidate's work addresses complex social and economic issues, consistent with the institution's commitment to societal relevance and inclusivity. I connected their AI-driven research on cultural drivers of economic behavior to the department's emphasis on agricultural and applied economics, emphasizing policy relevance and labor market insights that could benefit the dairy industry and broader food systems. I incorporated examples of interdisciplinary fellowship and leadership roles to demonstrate fit with the university's collaborative and inclusive values. This synthesis creates a focused, institution-specific paragraph showcasing clear compatibility with UW–Madison's priorities."
uw_2,"My research agenda, centered on the cultural determinants of economic behavior, aligns closely with the Department of Economics’ focus on applied analysis and empirical methods. By utilizing advanced AI techniques, I complement the department’s strengths in Development Economics and Machine Learning, which are critical to understanding economic behaviors across diverse populations. My dedication to inclusive education and mentoring mirrors UW-Whitewater’s commitment to serving a diverse student body, including those with disabilities. For example, my experience mentoring student athletes and fostering inclusive classroom environments demonstrates my ability to support broad access to quality education. Moreover, my service as President of the Economics Graduate Club reflects a commitment to collaborative governance and academic excellence, essential values at UW-Whitewater.","I synthesized UW-Whitewater's values of inclusivity, academic excellence, and service with the Economics Department’s emphasis on applied microeconomics and empirical methods. To demonstrate fit, I highlighted my research strength in using AI in applied economic contexts, fitting well with the department's niches in Development Economics and Machine Learning. I incorporated my mentorship experience to reflect the university's mission to support diverse students and included leadership roles to echo shared governance and service values. This approach tailored the original letter's research focus into a broader institutional and departmental alignment with clear examples of teaching, service, and research integration."
uw_3,"My research aligns closely with the University of Wisconsin-Stevens Point's commitment to fostering critical thinking, community engagement, and lifelong learning. By employing innovative AI techniques to analyze cultural influences on economic behavior, I contribute to scholarly activity that supports sustainable management of resources and professional preparation. For example, my job market paper demonstrates critical thinking by uncovering how media portrayals influence labor force participation, while my mentorship of student athletes underscores my dedication to a student-centered environment. This synergy between my research, teaching, and the department's values positions me to make meaningful contributions to both the Economics Department and the broader university community.","I integrated institutional values such as education as a primary value, community engagement, critical thinking, lifelong learning, professional preparation, research, and a student-centered environment by highlighting examples from the applicant's job market paper and mentoring experiences. I connected the applicant's innovative AI-driven research with the university's emphasis on scholarly activity and sustainable resource management. This approach concretely links the applicant’s research and teaching contributions to the economical and educational objectives of UW-Stevens Point’s Economics Department, thus positioning the applicant as a strong fit for the tenure-track role described."
warwik,"My research agenda resonates deeply with the University of Warwick's commitment to innovative and impactful scholarship. By employing cutting-edge AI methodologies to analyze cultural influences on economic behavior, I extend Warwick Economics Department's frontier research strengths in Development and Economic History. For instance, my job market paper on the labor force participation effects of empowered female characters aligns closely with Sonia Bhalotra’s work on gender, facilitating fruitful interdisciplinary collaboration. Additionally, my dedication to inclusive teaching practices and mentoring reflects Warwick’s core values of respect and diversity, demonstrated through my experience tutoring diverse student athletes. I am eager to contribute to Warwick’s vibrant research community and uphold its ethos of integrity, accountability, and societal impact.","To tailor the base cover letter start to the University of Warwick's Economics Department, I focused on aligning the candidate's innovative AI-driven research with the department's reputation for advancing economic knowledge, especially in Development and Economic History. I highlighted potential collaboration with existing faculty, such as Sonia Bhalotra, to anchor the fit within Warwick’s scholarly community. The paragraph incorporated the institution's values around respect, inclusion, and accountability by citing mentoring experience and commitment to diverse learning environments. This integration presents the candidate as a researcher and educator who embodies Warwick’s academic standards and social principles."
will_mary,"My commitment to teaching and advancing knowledge aligns closely with William & Mary’s dedication to intellectual depth and transformative learning experiences. My extensive experience as a teaching assistant for intermediate macroeconomics and as an instructor in intermediate microeconomics speaks to my readiness to contribute effectively to the department’s instructional goals. I engage students in collaborative, hands-on learning environments that foster curiosity and leadership, reflecting the institution's values. Furthermore, my research employing novel AI methodologies complements the department’s emphasis on impactful and innovative economic scholarship. I am eager to contribute to the vibrant community of scholars and learners at William & Mary, fostering growth and ambitious academic pursuits.","To tailor the base cover letter start, I added a paragraph that explicitly connects my teaching expertise in macro and microeconomics with William & Mary’s values of intellectual depth and transformative education. I highlighted my teaching experience that matches the job posting’s needs, emphasizing my collaborative and engaging pedagogy to align with the institution's focus on hands-on learning. I also integrated how my innovative research using AI complements the department’s drive for impactful scholarship. This approach demonstrates my fit both as an instructor and contributor to the departmental community, matching the described institution values and economic department context."
yale_cadmy,"My research's interdisciplinary approach, integrating economics with advanced AI techniques, aligns closely with Yale's dedication to interdisciplinary research exemplified by CADMY’s collaboration across economics, computer science, and data science. Winning the Dedman College Interdisciplinary Institute Graduate Fellowship reflects my commitment to bridging disciplines. Additionally, my focus on cultural influences on economic behavior complements Yale’s emphasis on research that advances societal well-being and ethical inquiry since media shapes social attitudes and economic decisions. My mentoring experience demonstrates dedication to educating future leaders, fitting Yale’s mission to cultivate impactful scholars. I eagerly anticipate contributing to CADMY’s vibrant scholarly community and fostering collaborative projects across Yale’s diverse research centers.","To tailor the paragraph, I linked my interdisciplinary methods using AI with Yale’s CADMY center, highlighting my Dedman Fellowship to demonstrate proven interdisciplinary engagement. Emphasizing my research impact on social values echoed Yale’s institutional commitment to advancing ethical scholarship that improves society. Including my mentoring work connected with Yale’s educational mission. I carefully integrated specific Yale economic department contexts such as CADMY’s cross-disciplinary focus and collaboration with related Yale centers to show a well-informed and fitting application."
lisbon_cat,"My research aligns closely with Catolica Lisbon School of Business and Economics' commitment to impactful, rigorous research that informs societal decisions. By employing generative AI to analyze cultural narratives in media, my work broadens the department's strengths in microeconomic behaviors and cultural economics, complementing ongoing projects at PROSPER. For instance, my job market paper on telenovelas' influence on women's labor participation exemplifies the integration of economic theory with cultural analysis, reflecting the department’s interdisciplinary approach and policy relevance. Additionally, my experience mentoring students and responsibility as Economics Graduate Club President showcase my dedication to fostering a cohesive academic community, consistent with the institution's values of excellence and continuous learning. My international research perspective and collaborations demonstrate the global orientation Catolica Lisbon values, and I am eager to contribute to its tradition of connecting academic insights with leadership in the business world.","I incorporated key values and characteristics of Catolica Lisbon School of Business and Economics and its Economics Department into the new paragraph to demonstrate a clear and specific fit. I linked my research focus on cultural economics using AI to the department's emphasis on rigorous research and interdisciplinary collaborations, such as those with PROSPER. I included concrete examples from my work and service that reflect their values—showing societal impact, interdisciplinary methods, teaching and leadership roles, and international orientation. These additions transformed the generic start into a tailored statement that aligns with the department’s research strengths, institutional culture, and strategic priorities while maintaining a professional and engaging academic tone."
n_iowa,"My research agenda aligns closely with the University of Northern Iowa's commitment to student-centered education and community enrichment. By employing innovative AI methodologies to analyze cultural narratives, I contribute a fresh perspective to understanding economic behavior, reinforcing the department's focus on microeconomic decision-making at multiple societal levels. My studies on gender portrayals and labor force participation complement the department's collaborative work, such as that of Professor Shahina Amin in gender economics. Moreover, my experience mentoring students and fostering their involvement in research mirrors the institution's dedication to hands-on learning and professional growth, preparing students to address contemporary social and economic challenges effectively.","I integrated a new paragraph after the base cover letter start to explicitly demonstrate fit with both the University of Northern Iowa's values and the Economics Department's context. I emphasized the institution's focus on student-centered education and community engagement by highlighting my mentoring experience and research that addresses real-world social issues. I linked my research on cultural drivers of economic behavior to the department's thematic focus on microeconomic decisions and gender economics, noting potential collaboration. This tailored paragraph balances scholarly fit, teaching, and service, enhancing the original letter's alignment with the job and institutional priorities within the approximate 100-word limit."
notredame,"My research agenda aligns closely with the University of Notre Dame’s mission to foster intellectual and moral growth through original inquiry and service to the common good. By integrating innovative AI methods to study cultural values in media, I contribute to advancing knowledge at the intersection of culture and economics, resonating with the Department of Economics’ commitment to addressing societal challenges through interdisciplinary collaboration. For example, my award-winning interdisciplinary research fellowship at Southern Methodist University evidences my ability to bridge fields, while my mentorship of student athletes reflects a dedication to nurturing future scholars. I am eager to contribute to Notre Dame’s inclusive, faith-inspired community that values both rigorous scholarship and transformative teaching.","I crafted the position fit paragraph by explicitly connecting the applicant’s interdisciplinary research and mentorship experiences to Notre Dame’s Catholic mission, which emphasizes intellectual, moral, and spiritual development, as well as service and community life. I highlighted the use of innovative AI methods to show alignment with the department’s focus on novel approaches to societal challenges. The fellowship award demonstrated interdisciplinary excellence while mentoring experience addressed the department’s emphasis on training future scholars. I avoided hyphens and structured sentences to maintain an academic, engaging, and professional tone that fits the base cover letter style."
oklahoma,"My academic pursuits align strongly with the University of Oklahoma's commitment to inclusivity, collaboration, and student-centered learning. By leveraging generative AI to uncover the economic influences of cultural narratives, my research complements the department’s focus on poverty, inequality, and economic behavior. For instance, my job market paper demonstrating how exposure to empowered female characters in media influences labor market outcomes directly contributes to the department’s interests in gender and labor economics. Beyond research, my experience mentoring and teaching diverse student groups exemplifies a dedication to student success and innovative pedagogy. I am enthusiastic about engaging with faculty such as Victoria Mooers to develop collaborative projects that bridge culture and economic theory, enhancing the department’s interdisciplinary strengths and community engagement.","I integrated the University of Oklahoma's institutional values of student-centeredness, service, quality, innovation, and integrity with the Economics Department’s emphasis on inclusivity and collaboration by highlighting my relevant research, teaching, and mentoring experiences. I connected my use of AI and cultural economics directly to the department’s research priorities, such as inequality and economic behavior, and emphasized my commitment to student success in line with their teaching focus. Further, I referenced potential collaboration with a faculty member to demonstrate fit with the department’s active research community and interdisciplinary approach, thus tailoring the base cover letter paragraph to align with both institutional and departmental contexts effectively."
pittsburg,"My research program aligns strongly with the University of Pittsburgh's mission to advance knowledge through rigorous, interdisciplinary scholarship that enriches society. By developing AI-driven methodologies to uncover the economic impact of cultural values in media, my work complements the Economics Department's emphasis on culture and media, providing novel insights that intersect with faculty interests such as those of Professors Andreas Ferrara and Claire Duquennois. I have demonstrated a commitment to high-quality teaching and mentoring through my experience assisting in macroeconomics and game theory courses, which supports the department's dedication to effective education. Additionally, my service as president of the Economics Graduate Club reflects my engagement with and contribution to academic communities, resonating with Pitt's values of excellence and service to local and global communities.","I created a new paragraph that explicitly ties the applicant's research, teaching, and service to the University of Pittsburgh's institutional values and the Economics Department's focus areas. I emphasized interdisciplinary research and collaboration by mentioning faculty members Ferrara and Duquennois to demonstrate fit with department priorities on culture and media. The applicant's use of AI-based methods highlights advancing research frontiers aligned with the department's goals. I incorporated teaching experience in macro and micro courses to align with the department's teaching excellence priority. Finally, I connected leadership and service roles to Pitt's commitment to community and societal enrichment, ensuring the paragraph remains concise, professional, and engaging within the 100-word limit."
richmond,"My academic pursuits align closely with the University of Richmond's commitment to fostering intellectual curiosity, inclusivity, and student-centered scholarship. My research, which integrates advanced AI methodologies with behavioral economics, complements the Economics Department's strengths in econometrics, computational economics, and gender studies. For instance, my job market paper investigates gender dynamics in media's economic influence, resonating with the department's focus and collaboration opportunities with scholars like Neeraja Gupta and Melissa Spencer. Additionally, my teaching experience as a sole instructor in intermediate microeconomics and mentoring roles reflects the institution's dedication to holistic student development and inclusive pedagogy. This synergy positions me to contribute meaningfully to the university's mission of preparing responsible and analytical leaders.","I crafted the position fit paragraph by weaving the University of Richmond's institutional values such as intellectual curiosity, inclusivity, and holistic student development with the Economics Department's research and teaching focus areas including health economics, econometrics, computational economics, and gender economics. I linked my AI-driven research on media and economic behavior to these areas, especially gender economics, highlighting potential collaboration with department faculty. Furthermore, I incorporated my documented teaching experience as sole instructor and mentoring to emphasize my fit with the department's student-centered and inclusive teaching values. This integrated approach aligns the base cover letter start with the university's unique context and priorities."
south_carolina,"My research aligns closely with the University of South Carolina's commitment to transforming lives through innovative education and impactful service. By leveraging advanced quantitative methods in AI, I contribute to the department's strength in cutting-edge economic analysis, particularly in exploring culture's role in economic behavior—which complements ongoing research in gender economics by faculty like Professors Blackburn and Brown. My job market paper, which establishes causal links between media portrayals and women's labor force participation, offers policy-relevant insights with implications for workforce and gender equity initiatives important to South Carolina's communities. Additionally, my interdisciplinary fellowship experience demonstrates my dedication to collaborative research, while my mentoring of student athletes underscores my investment in diverse educational opportunities and student success across varied backgrounds and campuses.","To tailor the BASE COVER LETTER START for the University of South Carolina's Economic Department, I integrated institutional values highlighting transformative education and community service, connecting them with examples from my research and mentoring experiences. I emphasized my use of advanced AI methodologies to fit the job's expertise requirements and underscored research synergy with faculty active in gender economics, an area prioritized by the department. I also linked the practical impacts of my work to regional policy and service goals, showcasing relevance beyond academia. This creates an engaging, coherent narrative demonstrating my alignment with both the institution's mission and departmental strengths."
south_florida,"My research program aligns well with the University of South Florida's commitment to innovative scholarship and impactful research. By employing advanced AI methods to analyze cultural influences on economic behavior, I contribute to the rigorous and creative research environment valued by the Economics Department. For example, my use of generative AI to study media reflects the department’s emphasis on translational scholarship and prepares students for diverse careers by integrating cutting-edge technology with applied microeconomics. Additionally, my mentoring experience and dedication to teaching support USF's mission to deliver a world-class educational experience and foster a collaborative academic community.","I created a new paragraph emphasizing fit with USF's values and the Economics Department context by highlighting how my AI-driven research exemplifies innovative and impactful scholarship, matching the department’s emphasis on rigorous and translational research. I included examples of using cutting-edge AI methods and mentoring experience to demonstrate contribution to both research and teaching. I avoided hyphens and made the paragraph concise and professional while integrating institutional priorities such as community collaboration and graduate preparation."
south_main,"My commitment to interdisciplinary and quantitative research aligns closely with the University of Southern Maine's mission to foster student-centered learning and community engagement. For instance, winning the Dedman College Interdisciplinary Institute Graduate Fellowship highlights my ability to integrate diverse methods and perspectives, contributing to USM's emphasis on both heterodox and neo-classical economic traditions. Additionally, my experience mentoring and teaching students reflects USM's core values of Respect & Care and Responsiveness, essential in nurturing a supportive campus environment. Through collaborative projects and service leadership, I aim to enhance the department's team-oriented culture while promoting equity and integrity in research and teaching.","I crafted a new paragraph that integrates the fit between my experience and USM's stated institutional values and Econ Department context. I highlighted my interdisciplinary research fellowship to show alignment with USM's encouragement of multiple economic traditions and diverse methodologies. I also emphasized my teaching and mentoring experience to reflect USM's student-centered approach and core values. Lastly, I connected my collaborative and service leadership roles to the department's team-oriented, dynamic environment. This approach ensures the paragraph is about 100 words, professional yet accessible, and evidences concrete examples for each fit statement, fulfilling the user's instructions."
utah,"My research agenda aligns closely with the University of Utah's commitment to impactful societal engagement, particularly in advancing family economic well-being and health. For example, my job market paper demonstrates the influence of gendered media portrayals on women's labor force participation, intersecting with the department's strengths in gender economics and social norms. I have also utilized advanced AI methodologies to analyze cultural factors affecting economic behavior, complementing the department's emphasis on quantitative and behavioral research. Additionally, my mentorship experience and dedication to diversity resonate with the university’s mission to inspire students and foster belonging. Together, these connections position me to contribute meaningfully to the department's growing research community and regional outreach.","I tailored the new paragraph to directly address the University of Utah’s values by highlighting my commitment to societal impact, diversity, and mentorship, which maps onto their mission and core principles. I aligned my research on gender economics and behavioral cultural influences with the department's documented strengths and research themes, such as gender economics, social norms, and behavioral change, illustrating fit with examples from my job market paper. The mention of AI methodologies reinforces the quantitative focus of the department. Service and mentoring relate to the university’s emphasis on student inspiration and belonging. This holistic integration ensures the paragraph is institution- and department-specific, enhancing the cover letter's overall cohesiveness and appeal."
chapel_hill,"My research agenda aligns well with the University of North Carolina at Chapel Hill's dedication to interdisciplinary scholarship and societal impact. By leveraging generative AI, my work not only advances economic methodology but also underscores a commitment to educational innovation and public service, reflecting UNC's mission to extend knowledge for societal benefit. For instance, my receipt of the Dedman College Interdisciplinary Institute Graduate Fellowship exemplifies a track record of crossing traditional boundaries to enrich economic analysis. Moreover, my experience mentoring student athletes and serving in leadership roles demonstrates a passion for fostering diverse student success, resonating with the department's and university's devotion to inclusive excellence and cultivating future leaders.","I crafted a position fit paragraph that highlights alignment with UNC Chapel Hill's core values of excellence in research, teaching, and service as well as their mission to educate a diverse community and benefit broader society. I integrated examples from the provided conditional statements such as the Dedman College Interdisciplinary Institute Graduate Fellowship to demonstrate interdisciplinary scholarship, mentoring experience to reflect commitment to student success, and leadership roles to show service engagement, which are highly relevant based on the institution values and department expectations. The paragraph maintains an academic but engaging tone, staying concise around 100 words and ensuring it fits naturally after the base cover letter start."
getty,"My interdisciplinary research agenda aligns well with Gettysburg College's dedication to a liberal arts education that fosters critical thinking and a global perspective. For example, my innovative use of generative AI to study cultural influences on economic behavior exemplifies the integration of current intellectual developments into the curriculum. I am also committed to inclusive teaching practices that reflect the College's core value of honoring the worth and dignity of all students, demonstrated through my mentoring of diverse student populations including student athletes. Furthermore, my service as President of the Economics Graduate Club highlights my leadership abilities and devotion to a collaborative academic community, resonating with Gettysburg’s emphasis on ethical and inclusive leadership.","I augmented the base cover letter start by incorporating Gettysburg College's institutional values and the economics department context, emphasizing their focus on liberal arts education, diversity and inclusion, and community building. I integrated examples from the candidate's interdisciplinary research using AI, their mentoring experience with student athletes, and leadership roles to demonstrate alignment with the college’s commitment to intellectual development, student worth, and collaborative leadership. The paragraph was crafted in a professional yet engaging tone, maintaining an academic style and limiting the length to approximately 100 words consistent with the request."
